9	25	11334.167
10	25	-2035.503
11	25	-9357.814
12	25	-13192.782
13	25	-8915.974
14	25	3827.322
15	25	20190
8	26	34661.041
9	26	18674.655
10	26	481.114
11	26	-6860.78
12	26	-16214.544
13	26	-12210.139
14	26	-7141.003
15	26	10973
16	26	27680
8	27	44670
9	27	25133.478
10	27	7050.91
11	27	-5517.791
12	27	-14586.594
13	27	-17196.864
14	27	-12384.505
15	27	-659.032
16	27	17491
8	28	52080
9	28	33403.796
10	28	11299.738
11	28	-988.315
12	28	-15019.946
13	28	-16850.719
14	28	-21492.79711
15	28	-7147.856
16	28	4073.203
17	28	28270
9	29	40150.19
10	29	18399.803
11	29	2679.994
12	29	-10612.36
13	29	-18207.762
14	29	-21895.08154
15	29	-16952.849
16	29	-3094.423
17	29	14022
18	29	37969
9	30	48960
10	30	23280.12
11	30	8474.67
12	30	-8881.373
13	30	-15864.116
14	30	-24432.962
15	30	-20200.856
16	30	-14059.254
17	30	4674.548
18	30	22071
9	31	56843
10	31	31181.594
11	31	12246.031
12	31	-3122.152
13	31	-14950.709
14	31	-22949.037
15	31	-24440.54442
16	31	-19042.531
17	31	-7034.552
18	31	11325
19	31	34260
10	32	36999
11	32	18640.152
12	32	-828.901
13	32	-11099.368
14	32	-24077.689
15	32	-24304.876
16	32	-26015.53714
17	32	-13334.706
18	32	-2200.352
19	32	21990
10	33	46130
11	33	23780.113
12	33	4962.873
13	33	-8497.382
14	33	-20514.328
15	33	-26337.35
16	33	-26585.8583
17	33	-21003.34
18	33	-9384.295
19	33	7540
20	33	31030
10	34	52842
11	34	31680.114
12	34	8323.324
13	34	-2997.619
14	34	-19991.684
15	34	-24548.702
16	34	-29931.689
17	34	-24440.086
18	34	-18378.293
19	34	-1220
20	34	14890
11	35	37831
12	35	15639.786
13	35	-223.73
14	35	-14391.48
15	35	-24857.809
16	35	-28846.21
17	35	-29013.532
18	35	-23047.289
19	35	-11172.893
20	35	5190
21	35	27100
11	36	45903
12	36	20380.159
13	36	5950.384
14	36	-12436.125
15	36	-20251.045
16	36	-30664.141
17	36	-29522.008
18	36	-30231.542
19	36	-17417.182
20	36	-6451.166
21	36	16150
11	37	53134
12	37	28211.478
13	37	9809.564
14	37	-6571.512
15	37	-18996.012
16	37	-26896.426
17	37	-31761.552
18	37	-30947.679
19	37	-24800.201
20	37	-13136.07
21	37	3780
22	37	25170
11	38	61905
12	38	34074
13	38	16470
14	38	-4170.299
15	38	-14621.565
16	38	-26861.216
17	38	-29798.116
18	38	-34714.827
19	38	-28800.76
20	38	-22058.503
21	38	-4249
22	38	11370
11	39	69977
12	39	42775
13	39	21490
14	39	2320.352
15	39	-12774.636
16	39	-23162.672
17	39	-29800.218
18	39	-33242.195
19	39	-33807.19535
20	39	-27282.707
21	39	-14172.726
22	39	2500
23	39	22570
12	40	49550
13	40	28820
14	40	5666.876
15	40	-8139.189
16	40	-22837.85
17	40	-27557.818
18	40	-35039.89997
19	40	-33535.497
20	40	-34846.402
21	40	-20523.353
22	40	-8993.439
23	40	12470
